date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:47:41	44278/44278	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:41%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/seguros.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/nyps/productos-y-servicios/seguros.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:42	44780/44780	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:42%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/inversiones.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/nyps/productos-y-servicios/inversiones.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:43	48397/48397	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:43%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/comercio-exterior/productos.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/nyps/productos-y-servicios/comercio-exterior/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:44	43951/43951	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:44%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/caja-de-seguridad.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/nyps/productos-y-servicios/caja-de-seguridad.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:45	58780/58780	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:45%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/factura-electronica.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/nyps/productos-y-servicios/factura-electronica.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:46	45661/45661	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:46%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/pagos-afip.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/nyps/productos-y-servicios/pagos-afip.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:47	68339/68339	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:47%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/soluciones-para-tu-empresa.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/nyps/productos-y-servicios/soluciones-para-tu-empresa.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:48	49699/49699	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:48%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/comercios-patagonia.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/nyps/productos-y-servicios/comercios-patagonia.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:49	45419/45419	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:49%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/wapa.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/nyps/productos-y-servicios/wapa.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:50	59694/59694	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:50%20GMT	https://www.bancopatagonia.com.ar/pyme/cuentas/pequenas-empresas.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/cuentas/pequenas-empresas.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:51	59954/59954	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:51%20GMT	https://www.bancopatagonia.com.ar/pyme/cuentas/medianas-empresas.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/cuentas/medianas-empresas.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:52	50942/50942	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:52%20GMT	https://www.bancopatagonia.com.ar/pyme/cuentas/patagonia-comercio.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/cuentas/patagonia-comercio.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:53	50810/50810	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:53%20GMT	https://www.bancopatagonia.com.ar/pyme/cuentas/patagonia-consorcio.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/cuentas/patagonia-consorcio.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:54	46902/46902	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:54%20GMT	https://www.bancopatagonia.com.ar/pyme/cuentas/cuenta-corriente.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/cuentas/cuenta-corriente.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:55	65094/65094	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:55%20GMT	https://www.bancopatagonia.com.ar/pyme/patagonia-sueldo/servicios.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/patagonia-sueldo/servicios.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:56	46044/46044	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:56%20GMT	https://www.bancopatagonia.com.ar/pyme/patagonia-sueldo/preguntas-frecuentes.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/patagonia-sueldo/preguntas-frecuentes.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:57	59107/59107	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:57%20GMT	https://www.bancopatagonia.com.ar/pyme/patagonia-sueldo/guia-implementacion.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/patagonia-sueldo/guia-implementacion.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:58	46592/46592	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:58%20GMT	https://www.bancopatagonia.com.ar/pyme/comercio-exterior/solicitud-electronica.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/comercio-exterior/solicitud-electronica.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:47:59	47279/47279	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:47:59%20GMT	https://www.bancopatagonia.com.ar/pyme/comercio-exterior/productos.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/comercio-exterior/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:48:00	47770/47770	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:48:00%20GMT	https://www.bancopatagonia.com.ar/pyme/comercio-exterior/otros-servicios.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/comercio-exterior/otros-servicios.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:48:01	49797/49797	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:48:01%20GMT	https://www.bancopatagonia.com.ar/pyme/comercio-exterior/herramientas-para-exportar.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/comercio-exterior/herramientas-para-exportar.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:48:02	91321/91321	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:48:02%20GMT	https://www.bancopatagonia.com.ar/pyme/comercio-exterior/marco-regulatorio/normas-y-regulaciones.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/comercio-exterior/marco-regulatorio/normas-y-regulaciones.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:48:03	48877/48877	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:48:03%20GMT	https://www.bancopatagonia.com.ar/pyme/financiacion/patagonia-leasing.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/financiacion/patagonia-leasing.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:48:04	46816/46816	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:48:04%20GMT	https://www.bancopatagonia.com.ar/pyme/financiacion/mercado-capitales.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/financiacion/mercado-capitales.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:48:05	45456/45456	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:48:05%20GMT	https://www.bancopatagonia.com.ar/pyme/financiacion/alternativas-de-financiacion.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/financiacion/alternativas-de-financiacion.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:48:06	50374/50374	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:48:06%20GMT	https://www.bancopatagonia.com.ar/pyme/seguros/protege-tus-bienes/integral-comercio.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/seguros/protege-tus-bienes/integral-comercio.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:48:07	50057/50057	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:48:07%20GMT	https://www.bancopatagonia.com.ar/pyme/inversiones/plazo-fijo.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/inversiones/plazo-fijo.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:48:08	79745/79745	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:48:08%20GMT	https://www.bancopatagonia.com.ar/pyme/inversiones/fondos-comunes-de-inversion.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/inversiones/fondos-comunes-de-inversion.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:48:09	46881/46881	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:48:09%20GMT	https://www.bancopatagonia.com.ar/pyme/inversiones/fidecomisos-financieros.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/inversiones/fidecomisos-financieros.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:48:10	45845/45845	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:48:10%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/recaudaciones.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/servicios/recaudaciones.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:48:11	45251/45251	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:48:11%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/pagos.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/servicios/pagos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:48:12	47140/47140	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:48:12%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/tarjetas-comerciales.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/servicios/tarjetas-comerciales.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:48:13	50628/50628	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:48:13%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/comercios-patagonia.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/servicios/comercios-patagonia.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:48:14	45780/45780	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:48:14%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/pago-de-servicios.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/servicios/pago-de-servicios.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:48:15	44501/44501	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:48:15%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/interbanking.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/servicios/interbanking.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
19:48:16	59579/59579	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2022:48:16%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/interfacturas.php	/home/victor/websites/patagonia/www.bancopatagonia.com.ar/pyme/servicios/interfacturas.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
